Drug_name	approved
3-Amino-4-{3-[2-(2-Propoxy-Ethoxy)-Ethoxy]-Propylamino}-Cyclobut-3-Ene-1,2-Dione	Not approved
3-Amino-4,5-Dihydroxy-Cyclohex-1-Enecarboxylate	Not approved
3-Amino-4-Oxybenzyl-2-Butanone	Not approved
3-Amino-5-Phenylpentane	Not approved
3-Amino-6-Hydroxy-Tyrosine	Not approved
3-Amino-Alanine	Not approved
3-Amino-Azacyclotridecan-2-One	Not approved
3-Aminomethyl-Pyridinium-Adenine-Dinucleotide	Not approved
3-Amino-N-{4-[2-(2,6-Dimethyl-Phenoxy)-Acetylamino]-3-Hydroxy-1-Isobutyl-5-Phenyl-Pentyl}-Benzamide	Not approved
(3ar,5r,6s,7r,7ar)-5-(Hydroxymethyl)-2-Propyl-5,6,7,7a-Tetrahydro-3ah-Pyrano[3,2-D][1,3]Thiazole-6,7-Diol	Not approved
(3ar,6r,6as)-6-((S)-((S)-Cyclohex-2-Enyl)(Hydroxy)Methyl)-6a-Methyl-4-Oxo-Hexahydro-2h-Furo[3,2-C]Pyrrole-6-Carbaldehyde	Not approved
(3as)-3a-Hydroxy-1-Phenyl-1,2,3,3a-Tetrahydro-4h-Pyrrolo[2,3-B]Quinolin-4-One	Not approved
(3as)-3a-Hydroxy-5-Methyl-1-Phenyl-1,2,3,3a-Tetrahydro-4h-Pyrrolo[2,3-B]Quinolin-4-One	Not approved
(3as)-3a-Hydroxy-7-Methyl-1-Phenyl-1,2,3,3a-Tetrahydro-4h-Pyrrolo[2,3-B]Quinolin-4-One	Not approved
(3as,4r,9br)-2,2-Difluoro-4-(4-Hydroxyphenyl)-1,2,3,3a,4,9b-Hexahydrocyclopenta[C]Chromen-8-Ol	Not approved
(3as,4r,9br)-2,2-Difluoro-4-(4-Hydroxyphenyl)-6-(Methoxymethyl)-1,2,3,3a,4,9b-Hexahydrocyclopenta[C]Chromen-8-Ol	Not approved
(3as,4r,9br)-4-(4-Hydroxyphenyl)-1,2,3,3a,4,9b-Hexahydrocyclopenta[C]Chromen-9-Ol	Not approved
(3as,4r,9br)-4-(4-Hydroxyphenyl)-6-(Methoxymethyl)-1,2,3,3a,4,9b-Hexahydrocyclopenta[C]Chromen-8-Ol	Not approved
(3asr,4rs,8asr,8brs)-4-(2-(4-Fluorobenzyl)-1,3-Dioxodeacahydropyrrolo[3,4-A] Pyrrolizin-4-Yl)Benzamidine	Not approved
3-Aza-2,3-Dihydrogeranyl Diphosphate	Not approved
3-(Benzoylamino)-L-Alanine	Not approved
3-Benzyloxycarbonylamino-2-Hydroxy-4-Phenyl-Butyric Acid	Not approved
3-(Benzyloxy)Pyridin-2-Amine	Not approved
3'-Beta-Sialyl-Beta-Lactose	Not approved
3-Bromo-3-Buten-1-Ol	Not approved
3-Bromo-5-Phenyl-N-(Pyridin-3-Ylmethyl)Pyrazolo[1,5-A]Pyrimidin-7-Amine	Not approved
3-Bromo-5-Phenyl-N-(Pyridin-4-Ylmethyl)Pyrazolo[1,5-A]Pyrimidin-7-Amine	Not approved
3-Bromo-5-Phenyl-N-(Pyrimidin-5-Ylmethyl)Pyrazolo[1,5-A]Pyridin-7-Amine	Not approved
3-Bromo-6-Hydroxy-2-(4-Hydroxyphenyl)-1h-Inden-1-One	Not approved
3-Bromo-6-Phenyl-N-(Pyrimidin-5-Ylmethyl)Imidazo[1,2-A]Pyridin-8-Amine	Not approved
3-Bromo-7-Nitroindazole	Not approved
3-Bromo-N'-[(1e)-(3,5-Dibromo-2,4-Dihydroxyphenyl)Methylidene]Benzohydrazide	Not approved
3-(Butylsulphonyl)-Propanoic Acid	Not approved
3-Butylthiolane 1-Oxide	Not approved
3-Carbamimidamido-1,1-Diphenylurea	Not approved
3-Carboxamido-1,3,5(10)-Estratrien-17(R)-Spiro-2'(5',5'-Dimethyl-6'Oxo)Tetrahydropyran	Not approved
(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium	Not approved
3-Carboxy-4-Methyl-5-Propyl-2-Furanpropionic	Not approved
3-(Carboxyamide(2-Carboxyamide-2-Tertbutylethyl))Pentan	Not approved
3-(Carboxymethoxy)Thieno[2,3-B]Pyridine-2-Carboxylic Acid	Not approved
3-Carboxy-N,N,N-Trimethyl-2-(Octanoyloxy)Propan-1-Aminium	Not approved
3-Chloro-2,2-Dimethyl-N-[4-(Trifluoromethyl)Phenyl]Propanamide	Not approved
3-Chloro-2-(4-Hydroxyphenyl)-2h-Indazol-5-Ol	Not approved
3-Chloro-4-Hydroxyphenylglycine	Not approved
(3-Chloro-4-Propoxy-Phenyl)-Acetic Acid	Not approved
3-Chloro-5-[2-Chloro-5-(1h-Indazol-3-Ylmethoxy)Phenoxy]Benzonitrile	Not approved
3-Chloro-5-[2-Chloro-5-(1h-Pyrazolo[3,4-B]Pyridin-3-Ylmethoxy)Phenoxy]Benzonitrile	Not approved
3-Chloro-9-Ethyl-6,7,8,9,10,11-Hexahydro-7,11-Methanocycloocta[B]Quinolin-12-Amine	Not approved
3-Chloroalaninate	Not approved
3-Chlorophenol	Not approved
3-Cyclohexyl-1-(2-Morpholin-4-Yl-2-Oxoethyl)-2-Phenyl-1h-Indole-6-Carboxylic Acid	Not approved
3-(Cyclohexylamino)Propanesulfonic Acid	Not approved
3-Cyclohexyl-D-Alanyl-N-(3-Chlorobenzyl)-L-Prolinamide	Not approved
3-Cyclohexyl-L-Alanine	Not approved
3-Cyclopropyl-5-Phenyl-N-(Pyridin-3-Ylmethyl)Pyrazolo[1,5-A]Pyrimidin-7-Amine	Not approved
3-Deazaadenosine	Not approved
3-Deazacytidine	Not approved
3'-Deazo-Thiamin Diphosphate	Not approved
3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline	Not approved
3-Dehydroquinic Acid	Not approved
3-Dehydroshikimate	Not approved
3'-Deoxy 3'-Amino Adenosine-5'-Diphosphate	Not approved
3'-Deoxy-3'-Aminothymidine Monophosphate	Not approved
3-Deoxy-Alpha-D-Manno-Oct-2-Ulopyranosonic Acid	Not approved
3-Deoxy-D-Arabino-Hexonic Acid	Not approved
3-Deoxy-D-Glucosamine	Not approved
3-Deoxy-D-Lyxo-Hexonic Acid	Not approved
3'-Deoxyguanosine	Not approved
3-Diphenol-6-Nitro-3h-Benzo[De]Isochromen-1-One	Not approved
[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium	Not approved
(3e)-2,6-Dioxo-6-Phenylhex-3-Enoate	Not approved
({[(3e)-2'-Oxo-2',7'-Dihydro-2,3'-Biindol-3(7h)-Ylidene]Amino}Oxy)Acetic Acid	Not approved
(3e)-3-[(4-Hydroxyphenyl)Imino]-1h-Indol-2(3h)-One	Not approved
(3e)-3-[(Phenylamino)Methylidene]Dihydrofuran-2(3h)-One	Not approved
(3e)-4-(1-Methyl-1h-Indol-3-Yl)But-3-En-2-One	Not approved
(3e)-5-Fluoro-1-[(6-Fluoro-4h-1,3-Benzodioxin-8-Yl)Methyl]-1h-Indole-2,3-Dione 3-Oxime	Not approved
(3-Endo)-8-Methyl-8-Azabicyclo[3.2.1]Oct-3-Yl 1h-Pyrrolo[2,3-B]Pyridine-3-Carboxylate	Not approved
3-Ethyl-2-(4-Hydroxyphenyl)-2h-Indazol-5-Ol	Not approved
3-Ethyl-6-{[(4-Fluorophenyl)Sulfonyl]Amino}-2-Methylbenzoic Acid	Not approved
(3-Exo)-3-(10,11-Dihydro-5h-Dibenzo[A,D][7]Annulen-5-Yloxy)-8,8-Dimethyl-8-Azoniabicyclo[3.2.1]Octane	Not approved
3-Fluoro-2-Methyl-Aniline	Not approved
3-Fluoro-2-(Phosphonooxy)Propanoic Acid	Not approved
3'-Fluoro-3'-Deoxythymidine 5'-Monophosphate	Not approved
3-Fluoro-4-[2-Hydroxy-2-(5,5,8,8-Tetramethyl-5,6,7,8,-Tetrahydro-Naphtalen-2-Yl)-Acetylamino]-Benzoic Acid	Not approved
3-Fluoro-4-{[(2r)-2-Hydroxy-2-(5,5,8,8-Tetramethyl-5,6,7,8-Tetrahydro-2-Naphthalenyl)Acetyl]Amino}Benzoic Acid	Not approved
3-Fluoro-4-Hydroxybenzaldehyde O-(Cyclohexylcarbonyl)Oxime	Not approved
3-Fluoro-5-Morpholin-4-Yl-N-[1-(2-Pyridin-4-Ylethyl)-1h-Indol-6-Yl]Benzamide	Not approved
3-Fluoro-5-Morpholin-4-Yl-N-[3-(2-Pyridin-4-Ylethyl)-1h-Indol-5-Yl]Benzamide	Not approved
3-Fluoro-6-(4-Fluorophenyl)-2-Hydroxy-6-Oxohexa-2,4-Dienoic Acid	Not approved
3-Fluoro-L-Tyrosine	Not approved
3-Fluoro-N-[1-(4-Fluorophenyl)-3-(2-Thienyl)-1h-Pyrazol-5-Yl]Benzenesulfonamide	Not approved
3-Fluoro-N-1h-Indol-5-Yl-5-Morpholin-4-Ylbenzamide	Not approved
3-Fluoro-N-[3-(1h-Tetrazol-5-Yl)Phenyl]Benzamide	Not approved
3-Formyl-2-Hydroxy-5-Methyl-Hexanoic Acid Hydroxyamide	Not approved
(3-Formyl-But-3-Enyl)-Phosphonic Acid	Not approved
3-(Heptyloxy)Benzoic Acid	Not approved
3h-Indole-5,6-Diol	Not approved
3h-Pyrazolo[4,3-D]Pyrimidin-7-Ol	Not approved
3-Hydroxy-4-(3,4,5-Trihydroxy-Tetrahydro-Pyran-2-Yloxy)-Piperidin-2-One	Not approved
3-Hydroxyanthranilic Acid	Not approved
3-Hydroxybutyryl-Coenzyme A	Not approved
3-Hydroxyglutaric Acid	Not approved
3-Hydroxyimino Quinic Acid	Not approved
3-Hydroxyisoxazole-4-Carboxylic Acid	Not approved
3-(Hydroxymethyl)-1-Methyl-5-(2-Methylaziridin-1-Yl)-2-Phenyl-1h-Indole-4,7-Dione	Not approved
3-Hydroxymethyl-5-Aziridinyl-1methyl-2-[1h-Indole-4,7-Dione]-Propanol	Not approved
3-(Hydroxy-Phenyl-Phosphinoyloxy)-8-Methyl-8-Aza-Bicyclo[3.2.1]Octane-2-Carboxylic Acid Methyl Ester	Not approved
3-Hydroxypropyl 3-[(7-Carbamimidoyl-1-Naphthyl)Carbamoyl]Benzenesulfonate	Not approved
3-Hydroxypyruvic Acid	Not approved
3-(Indol-3-Yl) Lactate	Not approved
3-Indolebutyric Acid	Not approved
3-Iodo-Benzyl Alcohol	Not approved
3-Iodo-Tyrosine	Not approved
3-Isobutyl-1-Methyl-7h-Xanthine	Not approved
3-[Isopropyl(4-Methylbenzoyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid	Not approved
3-Isopropylmalic Acid	Not approved
3-{Isopropyl[(Trans-4-Methylcyclohexyl)Carbonyl]Amino}-5-Phenylthiophene-2-Carboxylic Acid	Not approved
3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One	Not approved
3-(Mercaptomethylene)Pyridine	Not approved
3-Mercuri-4-Aminobenzenesulfonamide	Not approved
3-Methoxy-6-[4-(3-Methylphenyl)-1-Piperazinyl]Pyridazine	Not approved
3-Methoxybenzamide	Not approved
3-Methyl-5-(7-{4-[(4r)-4-Methyl-4,5-Dihydro-1,3-Oxazol-2-Yl]Phenoxy}Heptyl)-1,2-Oxazole	Not approved
3-Methyl-5-Sulfo-Pyrrolidine-2-Carboxylic Acid	Not approved
3-Methyladenine	Not approved
3-[[(Methylamino)Sulfonyl]Amino]-2-Oxo-6-Phenyl-N-[3,3,3-Trifluoro-1-(1-Methylethyl)-2-Oxophenyl]-1(2h)-Pyridine Acetamide	Not approved
3-Methyl-Benzene-1,2-Diol	Not approved
3-Methylcytosine	Not approved
3-Methylfentanyl	Not approved
3-Methylglutamic Acid	Not approved
3-Methyl-N-(Pyridin-4-Ylmethyl)Imidazo[1,2-A]Pyrazin-8-Amine	Not approved
3-Methylphenylalanine	Not approved
3-Methylpyridine	Not approved
3-Methylthiofentanyl	Not approved
3-[N-[Benzyloxycarbonyl]-Phenylalaninyl-Amino]-5-Phenyl-Pentane-1-Sulfonylmethylbenzene	Not approved
3-Nitro-4-(2-Oxo-Pyrrolidin-1-Yl)-Benzenesulfonamide	Not approved
3-Nitro-L-Tyrosine	Not approved
3-Nitrophenylboronic Acid	Not approved
3-(N-Morpholino)Propanesulfonic Acid	Not approved
3'-O-Acetylthymidine-5'-Diphosphate	Not approved
3-O-Methylfructose In Linear Form	Not approved
3'-O-N-Octanoyl-A-D-Glucopyranosyl-B-D-Fructofuranoside	Not approved
3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid	Not approved
3-Oxiran-2ylalanine	Not approved
3'-Oxo-Adenosine	Not approved
3-Oxo-N-[(3s)-2-Oxopyrrolidin-3-Yl]Dodecanamide	Not approved
3-Oxo-Octanoic Acid (2-Oxo-Tetrahydro-Furan-3-Yl)-Amide	Not approved
3-Oxo-Pentadecanoic Acid	Not approved
3-Phenyl-1,2-Propandiol	Not approved
3-Phenyl-5-(1h-Pyrazol-3-Yl)Isoxazole	Not approved
3-Phenylpropionic Acid	Not approved
3-Phenylpropylamine	Not approved
3'-Phosphate-Adenosine-5'-Diphosphate	Not approved
3'-Phospho-5'-Adenylyl Sulfate	Not approved
3-Phospho-D-Glyceric Acid	Not approved
3-Phosphono-D-Alanine	Not approved
3-(Phosphonomethyl)Pyridine-2-Carboxylic Acid	Not approved
3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol	Not approved
3-(P-Tolyl)Propionic Acid	Not approved
3-Pyridin-4-Yl-1h-Indazole	Not approved
3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole	Not approved
3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.] Pyrazole	Not approved
(3r)-1-Acetyl-3-Methylpiperidine	Not approved
(3r)-3-[(1,2,3,4-Tetrahydroisoquinolin-7-Yloxy)Methyl]-2,3-Dihydrothieno[2,3-F][1,4]Oxazepin-5-Amine	Not approved
(3r)-3-[3,5-Bis(Trifluoromethyl)Anilino]-2-Cyano-3-Sulfanylpropanamide	Not approved
(3r)-3-(Aminomethyl)-9-Methoxy-1,2,3,4-Tetrahydro-5h-[1]Benzothieno[3,2-E][1,4]Diazepin-5-One	Not approved
(3r)-3-Cyclopentyl-6-Methyl-7-[(4-Methylpiperazin-1-Yl)Sulfonyl]-3,4-Dihydro-2h-1,2-Benzothiazine 1,1-Dioxide	Not approved
(3r)-3-Cyclopentyl-7-[(4-Methylpiperazin-1-Yl)Sulfonyl]-3,4-Dihydro-2h-1,2-Benzothiazine 1,1-Dioxide	Not approved
(3r)-3-Ethyl-N-[(4-Methylphenyl)Sulfonyl]-L-Aspartic Acid	Not approved
(3r)-3-(Fluoromethyl)-7-(Thiomorpholin-4-Ylsulfonyl)-1,2,3,4-Tetrahydroisoquinoline	Not approved
(3r)-3-(Fluoromethyl)-N-(3,3,3-Trifluoropropyl)-1,2,3,4-Tetrahydroisoquinoline-7-Sulfonamide	Not approved
(3r)-3-Hydroxy-2,2-Dimethyl-4-Oxo-4-({3-Oxo-3-[(2-Sulfanylethyl)Amino]Propyl}Amino)Butyl 2,2-Dimethylpropanoate	Not approved
(3r)-3-Hydroxydodecanoic Acid	Not approved
[(3r)-3-(Methylcarbamoyl)-2-{[(2-Methyl-2-Propanyl)Oxy]Carbonyl}-1,2,3,4-Tetrahydro-7-Isoquinolinyl]Sulfamic Acid	Not approved
(3r)-4-{[(3,4-Dihydroxyphenyl)Acetyl]Oxy}-N-(2-Formylindolizin-3-Yl)-3-Sulfino-D-Valine	Not approved
(3r)-4-[(3r)-3-Amino-4-(2,4,5-Trifluorophenyl)Butanoyl]-3-Methyl-1,4-Diazepan-2-One	Not approved
(3r)-4,4-Difluoro-3-[(4-Methoxyphenyl)Sulfonyl]Butanoic Acid	Not approved
(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine	Not approved
(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Phenylalanine Ethyl Ester	Not approved
(3r,4r)-1-{6-[3-(Methylsulfonyl)Phenyl]Pyrimidin-4-Yl}-4-(2,4,5-Trifluorophenyl)Piperidin-3-Amine	Not approved
(3r,4r)-3-Hydroxy-4-(Hydroxymethyl)-1-[(4-Oxo-4,4a,5,7a-Tetrahydro-3h-Pyrrolo[3,2-D]Pyrimidin-7-Yl)Methyl]Pyrrolidinium	Not approved
(3r,4r)-4-(Pyrrolidin-1-Ylcarbonyl)-1-(Quinoxalin-2-Ylcarbonyl)Pyrrolidin-3-Amine	Not approved
(3r,4r,5r)-5-(Hydroxymethyl)-1-(3-Phenylpropyl)Piperidine-3,4-Diol	Not approved
[[(3r,4r,5s,6r)-3-(Butanoylamino)-4,5-Dihydroxy-6-(Hydroxymethyl)Oxan-2-Ylidene]Amino] N-Phenylcarbamate	Not approved
[[(3r,4r,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-(Pentanoylamino)Oxan-2-Ylidene]Amino] N-Phenylcarbamate	Not approved
(3r,4r,5s,6r)-6-Fluoro-3,4,5-Trihydroxytetrahydro-2h-Pyran-2-Olate	Not approved
(3r,4s)-1-(3,4-Dimethoxyphenyl)-3-(3-Methylphenyl)Piperidin-4-Amine	Not approved
(3r,4s)-1-[(4-Amino-5h-Pyrrolo[3,2-D]Pyrimidin-7-Yl)Methyl]-4-[(Benzylsulfanyl)Methyl]Pyrrolidin-3-Ol	Not approved
(3r,4s)-1-[(4-Amino-5h-Pyrrolo[3,2-D]Pyrimidin-7-Yl)Methyl]-4-[(Butylsulfanyl)Methyl]Pyrrolidin-3-Ol	Not approved
(3r,4s)-1-[(4-Amino-5h-Pyrrolo[3,2-D]Pyrimidin-7-Yl)Methyl]-4-[(Methylsulfanyl)Methyl]Pyrrolidin-3-Ol	Not approved
(3r,4s)-1-{6-[3-(Methylsulfonyl)Phenyl]Pyrimidin-4-Yl}-4-(2,4,5-Trifluorophenyl)Pyrrolidin-3-Amine	Not approved
(3r,4s)-1-[6-(6-Methoxypyridin-3-Yl)Pyrimidin-4-Yl]-4-(2,4,5-Trifluorophenyl)Pyrrolidin-3-Amine	Not approved
[(3r,4s)-4-Hydroxy-3-Methyl-2-Oxohexyl]Phosphonic Acid	Not approved
[(3r,4s,5s,7r)-4,8-Dihydroxy-3,5,7-Trimethyl-2-Oxooctyl]Phosphonic Acid	Not approved
(3r,4s,5s,7r,9e,11r,12r)-12-Ethyl-4-Hydroxy-3,5,7,11-Tetramethyloxacyclododec-9-Ene-2,8-Dione	Not approved
(3r,5z,8s,9s,11e)-8,9,16-Trihydroxy-14-Methoxy-3-Methyl-3,4,9,10-Tetrahydro-1h-2-Benzoxacyclotetradecine-1,7(8h)-Dione	Not approved
[(3r)-7-Nitro-1,2,3,4-Tetrahydroisoquinolin-3-Yl]Methanol	Not approved
(3r)-8-(Dioxidosulfanyl)-3-Methyl-1,2,3,4-Tetrahydroquinoline	Not approved
3-{(R)-(Dihydroxyboryl)[(2-Thienylacetyl)Amino]Methyl}Benzoic Acid	Not approved
(3r)-Methylcarbamoyl-7-Sulfoamino-3,4-Dihydro-1h-Isoquinoline-2-Carboxylic Acid Benzyl Ester	Not approved
(3r)-N-(4-Chlorophenyl)-3-(Hydroxymethyl)-1,2,3,4-Tetrahydroisoquinoline-7-Sulfonamide	Not approved
(3s)-1-(1,3-Benzodioxol-5-Ylmethyl)-3-[4-(1h-Imidazol-1-Yl)Phenoxy]Piperidine	Not approved
(3s)-1-(2-Hydroxyphenyl)-5-Oxopyrrolidine-3-Carboxylic Acid	Not approved
(3s)-1-(4-Acetylphenyl)-5-Oxopyrrolidine-3-Carboxylic Acid	Not approved
(3s)-1-{[4-(But-2-Yn-1-Yloxy)Phenyl]Sulfonyl}Pyrrolidine-3-Thiol	Not approved
(3s)-1-Cyclohexyl-5-Oxo-N-Phenylpyrrolidine-3-Carboxamide	Not approved
(3s)-1-Cyclohexyl-N-(3,5-Dichlorophenyl)-5-Oxopyrrolidine-3-Carboxamide	Not approved
(3s)-2,3,4,5-Tetrahydropyridin-3-Amine	Not approved
(3s)-3,4-Di-N-Hexanoyloxybutyl-1-Phosphocholine	Not approved
(3s)-3-Amino-1-(Cyclopropylamino)Heptane-2,2-Diol	Not approved
(3s)-3-Cyclopentyl-6-Methyl-7-[(4-Methylpiperazin-1-Yl)Sulfonyl]-3,4-Dihydro-2h-1,2,4-Benzothiadiazine 1,1-Dioxide	Not approved
(3s)-3-(Dioxidosulfanyl)-N-[(1e)-3-Oxoprop-1-En-1-Yl]-4-(1h-1,2,3-Triazol-1-Yl)-D-Valine	Not approved
(3s)-3-(Dioxidosulfanyl)-N-[(1z)-3-Oxoprop-1-En-1-Yl]-4-(1h-1,2,3-Triazol-1-Yl)-D-Valine	Not approved
(3s)-3-Hydroxy-1-Methyl-2,3-Dihydro-1h-Indole-5,6-Dione	Not approved
[(3s)-3-(Methylcarbamoyl)-2-{[(2-Methyl-2-Propanyl)Oxy]Carbonyl}-1,2,3,4-Tetrahydro-7-Isoquinolinyl]Sulfamic Acid	Not approved
(3s)-3-Methyl-D-Aspartic Acid	Not approved
(3s)-4-{[4-(But-2-Ynyloxy)Phenyl]Sulfonyl}-N-Hydroxy-2,2-Dimethylthiomorpholine-3-Carboxamide	Not approved
(3s,5e)-3-Propyl-3,4-Dihydrothieno[2,3-F][1,4]Oxazepin-5(2h)-Imine	Not approved
(3s,5r,7r,8s,9s,10r)-7-(Hydroxymethyl)-3-(2-Naphthyl)-1,6-Dioxa-2-Azaspiro[4.5]Decane-8,9,10-Triol	Not approved
(3s,5r,7r,8s,9s,10r)-7-(Hydroxymethyl)-3-(4-Methylphenyl)-1,6-Dioxa-2-Azaspiro[4.5]Decane-8,9,10-Triol	Not approved
(3s,6s)-3,6-Bis(4-Hydroxybenzyl)Piperazine-2,5-Dione	Not approved
(3s,8ar)-3-(4-Hydroxybenzyl)Hexahydropyrrolo[1,2-A]Pyrazine-1,4-Dione	Not approved
[(3s)-9-Hydroxy-1-Methyl-10-Oxo-4,10-Dihydro-3h-Benzo[G]Isochromen-3-Yl]Acetic Acid	Not approved
3(S)-Amino-4-Phenyl-Butan-2(S)-Ol	Not approved
(3s)-N-(3-Bromophenyl)-1-Cyclohexyl-5-Oxopyrrolidine-3-Carboxamide	Not approved
(3s)-N-(3-Chloro-2-Methylphenyl)-1-Cyclohexyl-5-Oxopyrrolidine-3-Carboxamide	Not approved
(3s)-N-(5-Chloro-2-Methylphenyl)-1-Cyclohexyl-5-Oxopyrrolidine-3-Carboxamide	Not approved
(3s)-Tetrahydro-3-Furanyl {(2s,3s)-4-[(2s,4r)-4-{(1s,2r)-2-[(S)-Amino(Hydroxy)Methoxy]-2,3-Dihydro-1h-Inden-1-Yl}-2-Benzyl-3-Oxo-2-Pyrrolidinyl]-3-Hydroxy-1-Phenyl-2-Butanyl}Carbamate	Not approved
3-Sulfino-L-Alanine	Not approved
3-Thiaoctanoyl-Coa	Not approved
3'-Thio-Thymidine-5'-Phosphate	Not approved
3-Trimethylsilylsuccinic Acid	Not approved
3-Tyrosine	Not approved
3'-Uridinemonophosphate	Not approved
(3z)-1-[(6-Fluoro-4h-1,3-Benzodioxin-8-Yl)Methyl]-4-[(E)-2-Phenylethenyl]-1h-Indole-2,3-Dione 3-Oxime	Not approved
(3z)-1-[(6-Fluoro-4h-1,3-Benzodioxin-8-Yl)Methyl]-4-Phenyl-1h-Indole-2,3-Dione 3-Oxime	Not approved
(3z,5s,6r,7s,8r,8ar)-3-(Octylimino)Hexahydro[1,3]Oxazolo[3,4-A]Pyridine-5,6,7,8-Tetrol	Not approved
(3z,5s,6r,7s,8r,8as)-3-(Octylimino)Hexahydro[1,3]Thiazolo[3,4-A]Pyridine-5,6,7,8-Tetrol	Not approved
(3z,5s,6r,7s,8s,8ar)-3-(Octylimino)Hexahydro[1,3]Oxazolo[3,4-A]Pyridine-5,6,7,8-Tetrol	Not approved
(3z)-6-(4-Hydroxy-3-Methoxyphenyl)-3-(1h-Pyrrol-2-Ylmethylene)-1,3-Dihydro-2h-Indol-2-One	Not approved
(3z,6s)-6-Chloro-1-(2-{[(5-Chloro-1-Benzothiophen-3-Yl)Methyl]Amino}Ethyl)-3-({2-[(2r)-2-Piperidinyl]Ethyl}Imino)-2-Piperazinol	Not approved
(3z)-N,N-Dimethyl-2-Oxo-3-(4,5,6,7-Tetrahydro-1h-Indol-2-Ylmethylidene)-2,3-Dihydro-1h-Indole-5-Sulfonamide	Not approved
4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid	Not approved
4-[1-(2,6-Dichlorobenzyl)-2-Methyl-1h-Imidazol-4-Yl]Pyrimidin-2-Amine	Not approved
4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium	Not approved
[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine	Not approved
4-(1,3-Benzodioxol-5-Yl)-5-(5-Ethyl-2,4-Dihydroxyphenyl)-2h-Pyrazole-3-Carboxylic Acid	Not approved
4-(1,3-Benzodioxol-5-Yloxy)-2-[4-(1h-Imidazol-1-Yl)Phenoxy]-6-Methylpyrimidine	Not approved
4-(1,3-Benzodioxol-5-Yloxy)-2-[4-(1h-Imidazol-1-Yl)Phenoxy]Pyrimidine	Not approved
4-(1,3-Benzoxazol-2-Yl)-2,6-Dibromophenol	Not approved
4-(1,3-Benzoxazol-2-Yl)-2,6-Dimethylphenol	Not approved
4-[1-Allyl-7-(Trifluoromethyl)-1h-Indazol-3-Yl]Benzene-1,3-Diol	Not approved
4-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Butyric Acid	Not approved
4-[[(1e)-2-(4-Chlorophenyl)Ethenyl]Sulfonyl]-1-[[1-(4-Pyridinyl)-4-Piperidinyl]Methyl]Piperazinone	Not approved
4-{(1e)-3-Oxo-3-[(2-Phenylethyl)Amino]Prop-1-En-1-Yl}-1,2-Phenylene Diacetate	Not approved
4-[(1e,7e)-8-(2,6-Dioxo-1,2,3,6-Tetrahydropyrimidin-4-Yl)-3,6-Dioxa-2,7-Diazaocta-1,7-Dien-1-Yl]Benzoic Acid	Not approved
4-(1h-Imidazol-1-Yl)Phenol	Not approved
4-(1h-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1h-Pyrazole	Not approved
4-{[1-Methyl-2,4-Dioxo-6-(3-Phenylprop-1-Yn-1-Yl)-1,4-Dihydroquinazolin-3(2h)-Yl]Methyl}Benzoic Acid	Not approved
4-{[1-Methyl-5-(2-Methyl-Benzoimidazol-1-Ylmethyl)-1h-Benzoimidazol-2-Ylmethyl]-Amino}-Benzamidine	Not approved
4'-[(1r)-1-Amino-2-(2,5-Difluorophenyl)Ethyl]Biphenyl-3-Carboxamide	Not approved
4-{[(1r,2s)-1,2-Dihydroxy-2-Methyl-3-(4-Nitrophenoxy)Propyl]Amino}-2-(Trifluoromethyl)Benzonitrile	Not approved
4-(1r,3as,4r,8as,8br)-[1-Difluoromethyl-2-(4-Fluorobenzyl)-3-Oxodecahydropyrrolo[3,4-A]Pyrrolizin-4-Yl]Benzamidine	Not approved
4-[(1s)-1-(3-Fluoro-4-Methoxyphenyl)-2-(2-Methoxy-5-Nitrophenyl)Ethyl]-1h-Imidazol-2-Amine	Not approved
4-[(1s,2r,5s)-4,4,8-Trimethyl-3-Oxabicyclo[3.3.1]Non-7-En-2-Yl]Phenol	Not approved
